tipSampleSeparation,vDeflection,height,head-height,smoothedCapacitiveSensorHeight,capacitiveSensorHeight,smoothedMeasuredHeight,measuredHeight,seriesTime,time
2.9360572e-07,2.7228992e-11,8.314885e-06,6.5543745e-06,2.9350673e-07,2.940783e-07,2.9350673e-07,2.940783e-07,0.007825,0.007825
2.9342124e-07,3.6271515e-12,8.314725e-06,6.554248e-06,2.9340805e-07,2.9386496e-07,2.9340805e-07,2.9386496e-07,0.007875,0.007875
2.9341405e-07,2.8670254e-11,8.314563e-06,6.554121e-06,2.9330982e-07,2.9379385e-07,2.9330982e-07,2.9379385e-07,0.007925,0.007925
2.9313802e-07,-2.0115024e-11,8.314403e-06,6.553995e-06,2.9321114e-07,2.936694e-07,2.9321114e-07,2.936694e-07,0.007975,0.007975
2.930549e-07,-1.5955086e-11,8.31425e-06,6.5538743e-06,2.9311292e-07,2.9336715e-07,2.9311292e-07,2.9336715e-07,0.008025,0.008025
2.9289936e-07,-3.1601017e-11,8.3140985e-06,6.5537547e-06,2.9301424e-07,2.9340273e-07,2.9301424e-07,2.9340273e-07,0.008075,0.008075
2.9294583e-07,8.197211e-12,8.31394e-06,6.5536296e-06,2.92916e-07,2.9331383e-07,2.92916e-07,2.9331383e-07,0.008125,0.008125
2.928081e-07,-2.539178e-12,8.313792e-06,6.5535132e-06,2.9281733e-07,2.9297604e-07,2.9281733e-07,2.9297604e-07,0.008175,0.008175
2.9254892e-07,-4.6688677e-11,8.313643e-06,6.553395e-06,2.9271865e-07,2.9308273e-07,2.9271865e-07,2.9308273e-07,0.008225,0.008225
2.926164e-07,-1.1155707e-12,8.3134855e-06,6.553271e-06,2.9262043e-07,2.9295828e-07,2.9262043e-07,2.9295828e-07,0.008275,0.008275
2.9243847e-07,-2.290724e-11,8.313343e-06,6.5531585e-06,2.9252175e-07,2.9247826e-07,2.9252175e-07,2.9247826e-07,0.008325,0.008325
2.924536e-07,8.3964615e-12,8.313202e-06,6.553048e-06,2.9242307e-07,2.9263828e-07,2.9242307e-07,2.9263828e-07,0.008375,0.008375
2.9237208e-07,1.2989067e-11,8.313051e-06,6.5529284e-06,2.9232484e-07,2.927627e-07,2.9232484e-07,2.927627e-07,0.008425,0.008425
2.9224242e-07,4.469042e-12,8.312884e-06,6.5527975e-06,2.9222616e-07,2.928516e-07,2.9222616e-07,2.928516e-07,0.008475,0.008475
