tipSampleSeparation,vDeflection,height,head-height,smoothedCapacitiveSensorHeight,capacitiveSensorHeight,smoothedMeasuredHeight,measuredHeight,seriesTime,time
1.2391929e-07,-6.063551e-11,8.093377e-06,6.379766e-06,1.2413972e-07,1.2384882e-07,1.2413972e-07,1.2384882e-07,4.9431133,0.032913167
1.2481274e-07,-9.106922e-11,8.094786e-06,6.380877e-06,1.251438e-07,1.2480106e-07,1.251438e-07,1.2480106e-07,4.943313,0.033113245
1.2597278e-07,-4.8171137e-11,8.09622e-06,6.3820075e-06,1.2614788e-07,1.2577885e-07,1.2614788e-07,1.2577885e-07,4.9435134,0.033313327
1.269445e-07,-5.6820906e-11,8.097642e-06,6.383128e-06,1.2715105e-07,1.2696552e-07,1.2715105e-07,1.2696552e-07,4.943713,0.033513404
1.2796598e-07,-5.2037957e-11,8.099005e-06,6.3842026e-06,1.2815514e-07,1.2828777e-07,1.2815514e-07,1.2828777e-07,4.9439135,0.033713486
1.2883682e-07,-8.843849e-11,8.100362e-06,6.385272e-06,1.2915831e-07,1.2897554e-07,1.2915831e-07,1.2897554e-07,4.9441137,0.033913564
1.2990716e-07,-6.995778e-11,8.1017615e-06,6.386376e-06,1.3016148e-07,1.300589e-07,1.3016148e-07,1.300589e-07,4.9443135,0.034113646
1.3096158e-07,-5.561385e-11,8.103128e-06,6.3874527e-06,1.3116374e-07,1.3100778e-07,1.3116374e-07,1.3100778e-07,4.944514,0.034313727
1.3194868e-07,-6.003399e-11,8.10452e-06,6.3885495e-06,1.3216692e-07,1.3190669e-07,1.3216692e-07,1.3190669e-07,4.9447136,0.034513805
1.329455e-07,-6.1531266e-11,8.105944e-06,6.3896723e-06,1.3316918e-07,1.3285891e-07,1.3316918e-07,1.3285891e-07,4.944914,0.034713887
1.3385112e-07,-8.8117715e-11,8.1073385e-06,6.390772e-06,1.3417144e-07,1.3404814e-07,1.3417144e-07,1.3404814e-07,4.945114,0.034913965
1.3496042e-07,-5.8673684e-11,8.1087555e-06,6.3918887e-06,1.351737e-07,1.3487227e-07,1.351737e-07,1.3487227e-07,4.945314,0.035114046
1.3589813e-07,-7.6429404e-11,8.1101225e-06,6.392966e-06,1.3617597e-07,1.3631895e-07,1.3617597e-07,1.3631895e-07,4.945514,0.035314124
1.369748e-07,-5.571227e-11,8.111469e-06,6.3940274e-06,1.3717732e-07,1.3701451e-07,1.3717732e-07,1.3701451e-07,4.945714,0.035514206
1.3792476e-07,-7.0099274e-11,8.112854e-06,6.3951193e-06,1.3817959e-07,1.3804342e-07,1.3817959e-07,1.3804342e-07,4.9459143,0.035714287
1.3896526e-07,-5.9329264e-11,8.114234e-06,6.3962075e-06,1.3918094e-07,1.3900787e-07,1.3918094e-07,1.3900787e-07,4.9461145,0.035914365
1.3997737e-07,-5.6369447e-11,8.115623e-06,6.397302e-06,1.401823e-07,1.3998564e-07,1.401823e-07,1.3998564e-07,4.9463143,0.036114447
1.4093224e-07,-6.9034466e-11,8.117024e-06,6.3984066e-06,1.411832e-07,1.4096344e-07,1.411832e-07,1.4096344e-07,4.9465146,0.036314525
1.419551e-07,-6.311879e-11,8.118384e-06,6.3994785e-06,1.4218455e-07,1.4217011e-07,1.4218455e-07,1.4217011e-07,4.9467144,0.036514606
1.4294316e-07,-6.6649075e-11,8.119767e-06,6.4005685e-06,1.4318545e-07,1.4290124e-07,1.4318545e-07,1.4290124e-07,4.9469147,0.036714684
1.4389975e-07,-7.87136e-11,8.121178e-06,6.4016813e-06,1.4418589e-07,1.4397236e-07,1.4418589e-07,1.4397236e-07,4.947115,0.036914766
1.4496814e-07,-6.002288e-11,8.122572e-06,6.4027795e-06,1.4518633e-07,1.4497459e-07,1.4518633e-07,1.4497459e-07,4.9473147,0.037114847
1.4585052e-07,-9.250039e-11,8.123951e-06,6.4038677e-06,1.4618678e-07,1.4610127e-07,1.4618678e-07,1.4610127e-07,4.947515,0.037314925
1.4693907e-07,-6.8262555e-11,8.125348e-06,6.404968e-06,1.4718722e-07,1.4682396e-07,1.4718722e-07,1.4682396e-07,4.947715,0.037515007
1.4792431e-07,-7.232214e-11,8.126772e-06,6.4060905e-06,1.4818721e-07,1.4789461e-07,1.4818721e-07,1.4789461e-07,4.947915,0.037715085
1.4893332e-07,-6.983683e-11,8.128183e-06,6.407203e-06,1.491872e-07,1.4888684e-07,1.491872e-07,1.4888684e-07,4.9481153,0.037915166
1.4991006e-07,-7.623459e-11,8.1295675e-06,6.408294e-06,1.5018719e-07,1.5017464e-07,1.5018719e-07,1.5017464e-07,4.948315,0.038115244
1.5094732e-07,-6.585953e-11,8.130923e-06,6.4093624e-06,1.5118673e-07,1.5101686e-07,1.5118673e-07,1.5101686e-07,4.9485154,0.038315326
1.5205947e-07,-3.5005325e-11,8.132299e-06,6.4104474e-06,1.5218671e-07,1.5217799e-07,1.5218671e-07,1.5217799e-07,4.948715,0.038515408
1.529249e-07,-7.1769694e-11,8.133659e-06,6.4115197e-06,1.531858e-07,1.5322578e-07,1.531858e-07,1.5322578e-07,4.9489155,0.038715485
1.5386804e-07,-8.7280065e-11,8.135029e-06,6.4125993e-06,1.5418533e-07,1.5392801e-07,1.5418533e-07,1.5392801e-07,4.9491158,0.038915567
1.5489915e-07,-7.8470105e-11,8.13642e-06,6.4136957e-06,1.5518441e-07,1.5512691e-07,1.5518441e-07,1.5512691e-07,4.9493155,0.039115645
1.5595896e-07,-6.176602e-11,8.137768e-06,6.414759e-06,1.5618349e-07,1.5612359e-07,1.5618349e-07,1.5612359e-07,4.949516,0.039315727
1.5695565e-07,-6.242412e-11,8.139138e-06,6.4158385e-06,1.5718257e-07,1.5706027e-07,1.5718257e-07,1.5706027e-07,4.9497156,0.039515804
1.5786392e-07,-8.740033e-11,8.140532e-06,6.4169376e-06,1.5818165e-07,1.5791028e-07,1.5818165e-07,1.5791028e-07,4.949916,0.039715886
1.5889684e-07,-7.796797e-11,8.141934e-06,6.418042e-06,1.5918027e-07,1.5908523e-07,1.5918027e-07,1.5908523e-07,4.950116,0.039915968
1.5994344e-07,-6.477364e-11,8.143291e-06,6.419112e-06,1.601789e-07,1.602103e-07,1.601789e-07,1.602103e-07,4.950316,0.040116046
1.6091053e-07,-7.344723e-11,8.144667e-06,6.4201968e-06,1.6117752e-07,1.6096587e-07,1.6117752e-07,1.6096587e-07,4.950516,0.040316127
1.6185365e-07,-8.85888e-11,8.1460175e-06,6.421261e-06,1.621757e-07,1.6227254e-07,1.621757e-07,1.6227254e-07,4.950716,0.040516205
1.6289785e-07,-7.60525e-11,8.147381e-06,6.422336e-06,1.6317432e-07,1.6305476e-07,1.6317432e-07,1.6305476e-07,4.9509163,0.040716287
1.6389184e-07,-7.720278e-11,8.148736e-06,6.4234046e-06,1.6417249e-07,1.6429034e-07,1.6417249e-07,1.6429034e-07,4.9511166,0.04091637
1.6483273e-07,-9.2962485e-11,8.150088e-06,6.42447e-06,1.6517066e-07,1.6501035e-07,1.6517066e-07,1.6501035e-07,4.9513164,0.041116446
1.6585524e-07,-8.6262816e-11,8.1514845e-06,6.4255705e-06,1.6616883e-07,1.6594369e-07,1.6616883e-07,1.6594369e-07,4.9515166,0.041316528
1.6688924e-07,-7.628271e-11,8.152881e-06,6.426671e-06,1.6716655e-07,1.6702813e-07,1.6716655e-07,1.6702813e-07,4.9517164,0.041516606
1.679556e-07,-5.752554e-11,8.154253e-06,6.427753e-06,1.6816472e-07,1.6801481e-07,1.6816472e-07,1.6801481e-07,4.9519167,0.041716687
1.6893887e-07,-6.150143e-11,8.155636e-06,6.4288433e-06,1.6916243e-07,1.6909928e-07,1.6916243e-07,1.6909928e-07,4.952117,0.041916765
1.6993326e-07,-6.253914e-11,8.157022e-06,6.4299365e-06,1.701606e-07,1.6998817e-07,1.701606e-07,1.6998817e-07,4.9523168,0.042116847
1.708979e-07,-7.163647e-11,8.158404e-06,6.431025e-06,1.7115832e-07,1.7095708e-07,1.7115832e-07,1.7095708e-07,4.952517,0.04231693
1.7192207e-07,-6.42383e-11,8.159818e-06,6.4321403e-06,1.7215558e-07,1.7195713e-07,1.7215558e-07,1.7195713e-07,4.952717,0.042517006
1.7299283e-07,-4.4144178e-11,8.161198e-06,6.4332276e-06,1.731533e-07,1.7323153e-07,1.731533e-07,1.7323153e-07,4.952917,0.042717088
1.7384936e-07,-8.297906e-11,8.16255e-06,6.4342935e-06,1.7415101e-07,1.7399933e-07,1.7415101e-07,1.7399933e-07,4.9531174,0.042917166
1.7492839e-07,-6.0612564e-11,8.163948e-06,6.435396e-06,1.7514873e-07,1.7489266e-07,1.7514873e-07,1.7489266e-07,4.953317,0.043117248
1.7589423e-07,-6.925511e-11,8.16537e-06,6.436516e-06,1.7614599e-07,1.7587267e-07,1.7614599e-07,1.7587267e-07,4.9535174,0.043317325
1.7689072e-07,-6.9467106e-11,8.166746e-06,6.4376004e-06,1.7714325e-07,1.7711268e-07,1.7714325e-07,1.7711268e-07,4.953717,0.043517407
1.7786975e-07,-7.460634e-11,8.168129e-06,6.438691e-06,1.7814097e-07,1.7804936e-07,1.7814097e-07,1.7804936e-07,4.9539175,0.04371749
1.7887014e-07,-7.374771e-11,8.169491e-06,6.4397645e-06,1.7913823e-07,1.7923827e-07,1.7913823e-07,1.7923827e-07,4.954118,0.043917567
1.7984543e-07,-7.979199e-11,8.170836e-06,6.440825e-06,1.8013549e-07,1.8019827e-07,1.8013549e-07,1.8019827e-07,4.9543176,0.04411765
1.8084157e-07,-8.010113e-11,8.172195e-06,6.441896e-06,1.8113275e-07,1.8105716e-07,1.8113275e-07,1.8105716e-07,4.954518,0.044317726
1.8188437e-07,-6.756908e-11,8.173524e-06,6.442944e-06,1.8213001e-07,1.8256941e-07,1.8213001e-07,1.8256941e-07,4.9547176,0.044517808
1.8287561e-07,-6.9229227e-11,8.174826e-06,6.44397e-06,1.8312727e-07,1.8316719e-07,1.8312727e-07,1.8316719e-07,4.954918,0.044717886
1.8383786e-07,-7.8859856e-11,8.176199e-06,6.4450523e-06,1.8412453e-07,1.8408147e-07,1.8412453e-07,1.8408147e-07,4.955118,0.044917967
1.8488676e-07,-6.477906e-11,8.177576e-06,6.4461383e-06,1.8512225e-07,1.8513943e-07,1.8512225e-07,1.8513943e-07,4.955318,0.04511805
1.8587227e-07,-6.801316e-11,8.178927e-06,6.4472024e-06,1.8611951e-07,1.861661e-07,1.8611951e-07,1.861661e-07,4.9555182,0.045318127
1.8681811e-07,-8.215466e-11,8.180286e-06,6.4482742e-06,1.8711677e-07,1.8711722e-07,1.8711677e-07,1.8711722e-07,4.955718,0.04551821
1.8786919e-07,-6.735107e-11,8.18168e-06,6.449373e-06,1.8811403e-07,1.879039e-07,1.8811403e-07,1.879039e-07,4.9559183,0.045718286
1.8891078e-07,-5.5161212e-11,8.183059e-06,6.4504607e-06,1.8911129e-07,1.8915503e-07,1.8911129e-07,1.8915503e-07,4.9561186,0.045918368
1.8977113e-07,-9.281945e-11,8.184425e-06,6.4515366e-06,1.9010855e-07,1.9019949e-07,1.9010855e-07,1.9019949e-07,4.9563184,0.046118446
1.9090108e-07,-5.6320327e-11,8.185788e-06,6.4526107e-06,1.9110581e-07,1.9089504e-07,1.9110581e-07,1.9089504e-07,4.9565187,0.046318527
1.9183284e-07,-7.433601e-11,8.187198e-06,6.453722e-06,1.9210307e-07,1.9208395e-07,1.9210307e-07,1.9208395e-07,4.9567184,0.04651861
1.9293971e-07,-4.418572e-11,8.188562e-06,6.454798e-06,1.9310033e-07,1.9306839e-07,1.9310033e-07,1.9306839e-07,4.9569187,0.046718687
1.9383525e-07,-7.216618e-11,8.18992e-06,6.4558676e-06,1.940976e-07,1.9421284e-07,1.940976e-07,1.9421284e-07,4.957119,0.04691877
1.9481911e-07,-7.598091e-11,8.191274e-06,6.4569354e-06,1.9509531e-07,1.9518176e-07,1.9509531e-07,1.9518176e-07,4.957319,0.047118846
1.9585943e-07,-6.41332e-11,8.192619e-06,6.4579963e-06,1.9609257e-07,1.9622621e-07,1.9609257e-07,1.9622621e-07,4.957519,0.047318928
1.9687968e-07,-5.7935698e-11,8.193982e-06,6.45907e-06,1.9709029e-07,1.9714662e-07,1.9709029e-07,1.9714662e-07,4.957719,0.047519006
1.97824e-07,-7.249992e-11,8.195341e-06,6.460142e-06,1.9808755e-07,1.9807845e-07,1.9808755e-07,1.9807845e-07,4.957919,0.047719087
1.9880937e-07,-7.589302e-11,8.196706e-06,6.461218e-06,1.9908526e-07,1.9915846e-07,1.9908526e-07,1.9915846e-07,4.9581194,0.04791917
1.9975506e-07,-9.020453e-11,8.198046e-06,6.4622736e-06,2.0008298e-07,2.0037625e-07,2.0008298e-07,2.0037625e-07,4.958319,0.048119247
2.0083495e-07,-6.760402e-11,8.199388e-06,6.463332e-06,2.010807e-07,2.0097958e-07,2.010807e-07,2.0097958e-07,4.9585195,0.04831933
2.018479e-07,-6.340985e-11,8.200777e-06,6.464427e-06,2.0207841e-07,2.0204405e-07,2.0207841e-07,2.0204405e-07,4.9587193,0.048519406
2.02879e-07,-5.422887e-11,8.202135e-06,6.465497e-06,2.0307613e-07,2.0319294e-07,2.0307613e-07,2.0319294e-07,4.9589195,0.048719488
2.0386332e-07,-5.7913365e-11,8.2035e-06,6.466573e-06,2.0407384e-07,2.0422296e-07,2.0407384e-07,2.0422296e-07,4.95912,0.048919566
2.047991e-07,-7.507484e-11,8.204849e-06,6.467637e-06,2.0507201e-07,2.0509185e-07,2.0507201e-07,2.0509185e-07,4.9593196,0.049119648
2.0585708e-07,-5.8624536e-11,8.206205e-06,6.4687056e-06,2.0607018e-07,2.0619741e-07,2.0607018e-07,2.0619741e-07,4.95952,0.04931973
2.0681159e-07,-7.050557e-11,8.20759e-06,6.469797e-06,2.070679e-07,2.0695742e-07,2.070679e-07,2.0695742e-07,4.9597197,0.049519807
2.0784013e-07,-6.2276115e-11,8.208949e-06,6.4708684e-06,2.0806652e-07,2.0809743e-07,2.0806652e-07,2.0809743e-07,4.95992,0.04971989
2.088226e-07,-6.6599413e-11,8.210326e-06,6.471954e-06,2.090647e-07,2.0913293e-07,2.090647e-07,2.0913293e-07,4.96012,0.049919967
2.0980207e-07,-7.174234e-11,8.211706e-06,6.473041e-06,2.1006286e-07,2.1006856e-07,2.1006286e-07,2.1006856e-07,4.96032,0.05012005
2.1083443e-07,-6.245992e-11,8.213059e-06,6.474108e-06,2.1106149e-07,2.1128636e-07,2.1106149e-07,2.1128636e-07,4.9605203,0.05032013
2.1182312e-07,-6.5195245e-11,8.214412e-06,6.475175e-06,2.1206012e-07,2.1210414e-07,2.1206012e-07,2.1210414e-07,4.96072,0.050520208
2.128201e-07,-6.564801e-11,8.215799e-06,6.4762685e-06,2.1305874e-07,2.1284193e-07,2.1305874e-07,2.1284193e-07,4.9609203,0.05072029
2.1381268e-07,-6.731049e-11,8.217185e-06,6.4773603e-06,2.1405737e-07,2.1413084e-07,2.1405737e-07,2.1413084e-07,4.9611206,0.050920367
2.147606e-07,-8.125786e-11,8.218545e-06,6.478432e-06,2.1505599e-07,2.1525084e-07,2.1505599e-07,2.1525084e-07,4.9613204,0.05112045
2.1579926e-07,-7.036839e-11,8.219893e-06,6.4794954e-06,2.1605507e-07,2.1619752e-07,2.1605507e-07,2.1619752e-07,4.9615207,0.051320527
2.1677688e-07,-7.6271586e-11,8.221262e-06,6.4805745e-06,2.1705415e-07,2.1702418e-07,2.1705415e-07,2.1702418e-07,4.9617205,0.05152061
2.1774696e-07,-8.425205e-11,8.222611e-06,6.4816377e-06,2.1805323e-07,2.1828198e-07,2.1805323e-07,2.1828198e-07,4.9619207,0.05172069
2.1879809e-07,-7.0055774e-11,8.223953e-06,6.482695e-06,2.1905277e-07,2.1921977e-07,2.1905277e-07,2.1921977e-07,4.9621205,0.051920768
2.1971093e-07,-9.378251e-11,8.22531e-06,6.483765e-06,2.2005185e-07,2.200509e-07,2.2005185e-07,2.200509e-07,4.962321,0.05212085
2.2082425e-07,-6.248231e-11,8.226677e-06,6.4848423e-06,2.2105138e-07,2.2123311e-07,2.2105138e-07,2.2123311e-07,4.962521,0.052320927
2.2181675e-07,-6.454194e-11,8.2279985e-06,6.4858846e-06,2.2205137e-07,2.2233277e-07,2.2205137e-07,2.2233277e-07,4.962721,0.05252101
2.2281155e-07,-6.584503e-11,8.229342e-06,6.4869428e-06,2.230509e-07,2.2338425e-07,2.230509e-07,2.2338425e-07,4.962921,0.052721087
2.2384036e-07,-5.7915974e-11,8.230645e-06,6.487971e-06,2.240509e-07,2.2430982e-07,2.240509e-07,2.2430982e-07,4.963121,0.05292117
2.2476358e-07,-7.90335e-11,8.231976e-06,6.489019e-06,2.2505088e-07,2.2524982e-07,2.2505088e-07,2.2524982e-07,4.963321,0.05312125
2.2576468e-07,-7.8852876e-11,8.233331e-06,6.490088e-06,2.2605133e-07,2.2623762e-07,2.2605133e-07,2.2623762e-07,4.9635215,0.053321328
2.2678789e-07,-7.2466866e-11,8.234625e-06,6.491108e-06,2.2705132e-07,2.2753986e-07,2.2705132e-07,2.2753986e-07,4.9637213,0.05352141
2.2789993e-07,-4.1765015e-11,8.235948e-06,6.4921505e-06,2.2805176e-07,2.2817319e-07,2.2805176e-07,2.2817319e-07,4.9639215,0.053721488
2.2870546e-07,-9.550985e-11,8.237274e-06,6.493196e-06,2.2905266e-07,2.2942987e-07,2.2905266e-07,2.2942987e-07,4.9641213,0.05392157
2.2983103e-07,-6.1090515e-11,8.238618e-06,6.494255e-06,2.300531e-07,2.3001988e-07,2.300531e-07,2.3001988e-07,4.9643216,0.054121647
2.3083652e-07,-5.9828274e-11,8.240013e-06,6.4953547e-06,2.31054e-07,2.3101654e-07,2.31054e-07,2.3101654e-07,4.964522,0.05432173
2.3186617e-07,-5.191694e-11,8.241345e-06,6.4964056e-06,2.320549e-07,2.3246656e-07,2.320549e-07,2.3246656e-07,4.9647217,0.05452181
2.3275867e-07,-8.18647e-11,8.24267e-06,6.49745e-06,2.3305626e-07,2.331199e-07,2.3305626e-07,2.331199e-07,4.964922,0.05472189
2.3382788e-07,-6.319626e-11,8.244072e-06,6.4985543e-06,2.3405761e-07,2.3392931e-07,2.3405761e-07,2.3392931e-07,4.9651217,0.05492197
2.3475842e-07,-8.267585e-11,8.245457e-06,6.499646e-06,2.3505896e-07,2.3504882e-07,2.3505896e-07,2.3504882e-07,4.965322,0.055122048
2.3588814e-07,-4.736478e-11,8.246821e-06,6.500722e-06,2.3606032e-07,2.3621104e-07,2.3606032e-07,2.3621104e-07,4.9655223,0.05532213
2.3670603e-07,-9.7957364e-11,8.248173e-06,6.501787e-06,2.3706212e-07,2.3715772e-07,2.3706212e-07,2.3715772e-07,4.965722,0.055522207
2.3782339e-07,-6.629542e-11,8.2495535e-06,6.5028757e-06,2.3806439e-07,2.380155e-07,2.3806439e-07,2.380155e-07,4.9659224,0.05572229
2.3882697e-07,-6.580588e-11,8.250913e-06,6.5039476e-06,2.390662e-07,2.3916664e-07,2.390662e-07,2.3916664e-07,4.966122,0.05592237
2.3986405e-07,-5.6228e-11,8.25229e-06,6.505033e-06,2.4006846e-07,2.4004885e-07,2.4006846e-07,2.4004885e-07,4.9663224,0.05612245
2.4075408e-07,-8.710304e-11,8.253657e-06,6.50611e-06,2.4107072e-07,2.4112887e-07,2.4107072e-07,2.4112887e-07,4.9665227,0.05632253
2.418255e-07,-6.821167e-11,8.25502e-06,6.5071845e-06,2.4207344e-07,2.4212443e-07,2.4207344e-07,2.4212443e-07,4.9667225,0.056522608
2.4287652e-07,-5.4916356e-11,8.256363e-06,6.508243e-06,2.4307616e-07,2.4330444e-07,2.4307616e-07,2.4330444e-07,4.9669228,0.05672269
2.4378426e-07,-8.104304e-11,8.257692e-06,6.509291e-06,2.4407888e-07,2.4439558e-07,2.4407888e-07,2.4439558e-07,4.9671226,0.056922767
2.4484282e-07,-6.568371e-11,8.259011e-06,6.510331e-06,2.450816e-07,2.4512224e-07,2.450816e-07,2.4512224e-07,4.967323,0.05712285
2.4587038e-07,-5.897793e-11,8.260362e-06,6.5113954e-06,2.4608477e-07,2.4634448e-07,2.4608477e-07,2.4634448e-07,4.967523,0.05732293
2.4684593e-07,-6.67023e-11,8.261662e-06,6.5124204e-06,2.470884e-07,2.4743503e-07,2.470884e-07,2.4743503e-07,4.967723,0.05752301
2.477715e-07,-8.804138e-11,8.262985e-06,6.5134627e-06,2.4809157e-07,2.4831783e-07,2.4809157e-07,2.4831783e-07,4.967923,0.05772309
2.4883747e-07,-7.089847e-11,8.264324e-06,6.5145186e-06,2.490952e-07,2.4912006e-07,2.490952e-07,2.4912006e-07,4.968123,0.057923168
2.4986164e-07,-6.536938e-11,8.265681e-06,6.515588e-06,2.5009928e-07,2.503112e-07,2.5009928e-07,2.503112e-07,4.968323,0.05812325
2.5085455e-07,-6.8319336e-11,8.267023e-06,6.516646e-06,2.511029e-07,2.5115008e-07,2.511029e-07,2.5115008e-07,4.9685235,0.05832333
2.5186904e-07,-6.545915e-11,8.26838e-06,6.517716e-06,2.52107e-07,2.5219452e-07,2.52107e-07,2.5219452e-07,4.9687233,0.05852341
2.5284396e-07,-7.347763e-11,8.269719e-06,6.518771e-06,2.5311107e-07,2.5328788e-07,2.5311107e-07,2.5328788e-07,4.9689236,0.05872349
2.538405e-07,-7.5677145e-11,8.271069e-06,6.519836e-06,2.541156e-07,2.5404677e-07,2.541156e-07,2.5404677e-07,4.9691234,0.05892357
2.5486034e-07,-7.14682e-11,8.272416e-06,6.5208974e-06,2.5512014e-07,2.5543014e-07,2.5512014e-07,2.5543014e-07,4.9693236,0.05912365
2.5596967e-07,-4.264535e-11,8.2737215e-06,6.5219265e-06,2.5612468e-07,2.5633236e-07,2.5612468e-07,2.5633236e-07,4.969524,0.059323728
2.569684e-07,-4.4365872e-11,8.27508e-06,6.5229974e-06,2.5712967e-07,2.5708349e-07,2.5712967e-07,2.5708349e-07,4.9697237,0.05952381
2.578538e-07,-7.7258845e-11,8.276434e-06,6.5240642e-06,2.5813466e-07,2.5822126e-07,2.5813466e-07,2.5822126e-07,4.969924,0.05972389
2.588825e-07,-7.0738145e-11,8.277771e-06,6.5251184e-06,2.5913965e-07,2.5931976e-07,2.5913965e-07,2.5931976e-07,4.970124,0.05992397
2.598429e-07,-8.313481e-11,8.279104e-06,6.5261693e-06,2.601451e-07,2.6024685e-07,2.601451e-07,2.6024685e-07,4.970324,0.06012405
2.608479e-07,-8.3248304e-11,8.280465e-06,6.5272425e-06,2.6115055e-07,2.6107352e-07,2.6115055e-07,2.6107352e-07,4.9705243,0.06032413
2.6185376e-07,-8.314322e-11,8.281818e-06,6.528309e-06,2.62156e-07,2.6232686e-07,2.62156e-07,2.6232686e-07,4.970724,0.06052421
2.628541e-07,-8.45459e-11,8.283132e-06,6.5293443e-06,2.6316144e-07,2.6334908e-07,2.6316144e-07,2.6334908e-07,4.9709244,0.06072429
2.6389577e-07,-7.470128e-11,8.28446e-06,6.530391e-06,2.6416734e-07,2.6420244e-07,2.6416734e-07,2.6420244e-07,4.971124,0.06092437
2.648663e-07,-8.444183e-11,8.285827e-06,6.5314684e-06,2.6517324e-07,2.6512689e-07,2.6517324e-07,2.6512689e-07,4.9713244,0.06112445
2.659214e-07,-7.1032104e-11,8.2871675e-06,6.5325253e-06,2.661796e-07,2.6621134e-07,2.661796e-07,2.6621134e-07,4.9715247,0.06132453
2.66909e-07,-7.605958e-11,8.288518e-06,6.5335903e-06,2.671855e-07,2.6731357e-07,2.671855e-07,2.6731357e-07,4.9717245,0.06152461
2.6795155e-07,-6.6106835e-11,8.289841e-06,6.5346335e-06,2.6819185e-07,2.682647e-07,2.6819185e-07,2.682647e-07,4.971925,0.06172469
2.6892343e-07,-7.558474e-11,8.291178e-06,6.535687e-06,2.691982e-07,2.6921583e-07,2.691982e-07,2.6921583e-07,4.9721246,0.06192477
2.6991367e-07,-8.0146514e-11,8.292509e-06,6.5367362e-06,2.7020502e-07,2.7042472e-07,2.7020502e-07,2.7042472e-07,4.972325,0.06212485
2.709435e-07,-7.368829e-11,8.293841e-06,6.5377862e-06,2.7121138e-07,2.7111807e-07,2.7121138e-07,2.7111807e-07,4.972525,0.06232493
2.719863e-07,-6.3793255e-11,8.295217e-06,6.538871e-06,2.722182e-07,2.7217177e-07,2.722182e-07,2.7217177e-07,4.972725,0.06252501
2.7290798e-07,-8.733291e-11,8.2965225e-06,6.5399e-06,2.7322545e-07,2.7360363e-07,2.7322545e-07,2.7360363e-07,4.972925,0.06272509
2.7394535e-07,-7.892989e-11,8.297826e-06,6.540927e-06,2.7423226e-07,2.7422698e-07,2.7423226e-07,2.7422698e-07,4.973125,0.06292517
2.7498905e-07,-6.878073e-11,8.299155e-06,6.541975e-06,2.7523907e-07,2.7532698e-07,2.7523907e-07,2.7532698e-07,4.9733253,0.06312525
2.7599123e-07,-7.017475e-11,8.300516e-06,6.5430477e-06,2.7624634e-07,2.7609477e-07,2.7624634e-07,2.7609477e-07,4.9735255,0.06332533
2.7704073e-07,-5.855763e-11,8.301836e-06,6.5440886e-06,2.772536e-07,2.77477e-07,2.772536e-07,2.77477e-07,4.9737253,0.06352541
2.779788e-07,-7.7587575e-11,8.303158e-06,6.5451304e-06,2.7826087e-07,2.7820147e-07,2.7826087e-07,2.7820147e-07,4.9739256,0.063725494
2.789861e-07,-7.758203e-11,8.3045115e-06,6.5461973e-06,2.7926814e-07,2.792337e-07,2.7926814e-07,2.792337e-07,4.9741254,0.06392557
2.800078e-07,-7.373543e-11,8.305825e-06,6.5472323e-06,2.8027586e-07,2.804837e-07,2.8027586e-07,2.804837e-07,4.9743257,0.06412565
2.8102022e-07,-7.231929e-11,8.307112e-06,6.548247e-06,2.8128312e-07,2.814626e-07,2.8128312e-07,2.814626e-07,4.974526,0.06432573
2.81977e-07,-8.633378e-11,8.308428e-06,6.5492845e-06,2.8229084e-07,2.8233373e-07,2.8229084e-07,2.8233373e-07,4.9747257,0.06452581
2.8305328e-07,-6.7471605e-11,8.3097575e-06,6.5503323e-06,2.8329856e-07,2.831504e-07,2.8329856e-07,2.831504e-07,4.974926,0.06472589
2.8406964e-07,-6.5092695e-11,8.311106e-06,6.551396e-06,2.8430628e-07,2.8425637e-07,2.8430628e-07,2.8425637e-07,4.975126,0.06492597
2.8503555e-07,-7.659535e-11,8.312439e-06,6.5524464e-06,2.85314e-07,2.853782e-07,2.85314e-07,2.853782e-07,4.975326,0.065126054
2.8598396e-07,-9.291448e-11,8.31377e-06,6.5534955e-06,2.8632172e-07,2.861982e-07,2.8632172e-07,2.861982e-07,4.9755263,0.06532613
2.8706523e-07,-7.267924e-11,8.315093e-06,6.5545382e-06,2.8732944e-07,2.8750043e-07,2.8732944e-07,2.8750043e-07,4.975726,0.06552621
2.8803925e-07,-8.1954166e-11,8.316388e-06,6.555559e-06,2.8833716e-07,2.8838045e-07,2.8833716e-07,2.8838045e-07,4.9759264,0.06572629
2.8910213e-07,-6.677414e-11,8.317713e-06,6.5566037e-06,2.8934488e-07,2.8928935e-07,2.8934488e-07,2.8928935e-07,4.976126,0.06592637
2.900522e-07,-8.262971e-11,8.319037e-06,6.5576473e-06,2.903526e-07,2.9039603e-07,2.903526e-07,2.9039603e-07,4.9763265,0.06612645
2.911987e-07,-4.4593027e-11,8.3203495e-06,6.558682e-06,2.9136078e-07,2.913027e-07,2.9136078e-07,2.913027e-07,4.9765267,0.06632653
2.9203764e-07,-9.101618e-11,8.321687e-06,6.5597364e-06,2.923685e-07,2.9227382e-07,2.923685e-07,2.9227382e-07,4.9767265,0.066526614
2.9317013e-07,-5.669471e-11,8.323002e-06,6.5607724e-06,2.9337622e-07,2.9339384e-07,2.9337622e-07,2.9339384e-07,4.976927,0.06672669
