tipSampleSeparation,vDeflection,height,smoothedMeasuredHeight,measuredHeight,seriesTime,time
-2.7625658e-08,8.506937e-10,7.86784e-06,-3.2091457e-08,-3.071819e-08,1.1237,0.2035
-2.7532101e-08,8.7453406e-10,7.867868e-06,-3.2096914e-08,-3.0711302e-08,1.1247,0.2045
-2.7521189e-08,8.5663016e-10,7.867893e-06,-3.210146e-08,-3.0635302e-08,1.1257,0.2055
-2.7529925e-08,8.506182e-10,7.867845e-06,-3.2106918e-08,-3.0622182e-08,1.1267,0.2065
-2.7569223e-08,8.5863633e-10,7.867825e-06,-3.2111465e-08,-3.069063e-08,1.1277,0.2075
-2.7578388e-08,8.5917234e-10,7.867914e-06,-3.2116013e-08,-3.070174e-08,1.1287,0.2085
-2.7511888e-08,8.549083e-10,7.867922e-06,-3.212147e-08,-3.061974e-08,1.1297,0.2095
-2.7464251e-08,8.6507834e-10,7.867886e-06,-3.2126017e-08,-3.0609076e-08,1.1307,0.2105
-2.759598e-08,8.6759716e-10,7.867908e-06,-3.2131474e-08,-3.0749963e-08,1.1317,0.2115
-2.7521041e-08,8.667565e-10,7.8679695e-06,-3.2136022e-08,-3.0671966e-08,1.1327,0.2125
-2.7420171e-08,8.742696e-10,7.867977e-06,-3.214148e-08,-3.0598407e-08,1.1337,0.2135
-2.750197e-08,8.6399404e-10,7.86798e-06,-3.2146026e-08,-3.0642855e-08,1.1347,0.2145
-2.7504754e-08,8.5895113e-10,7.867982e-06,-3.2151483e-08,-3.0627305e-08,1.1357,0.2155
-2.7478485e-08,8.682545e-10,7.86801e-06,-3.215603e-08,-3.0634858e-08,1.1367,0.2165
-2.7504957e-08,8.480129e-10,7.868018e-06,-3.2160578e-08,-3.0587742e-08,1.1377,0.2175
-2.7587706e-08,8.51597e-10,7.868019e-06,-3.2166035e-08,-3.0683523e-08,1.1387,0.2185
-2.7500388e-08,8.448698e-10,7.8680505e-06,-3.2170583e-08,-3.0571748e-08,1.1397,0.2195
-2.7511001e-08,8.444548e-10,7.868005e-06,-3.217604e-08,-3.0580853e-08,1.1407,0.2205
-2.7478869e-08,8.405183e-10,7.867984e-06,-3.2180587e-08,-3.0534412e-08,1.1417,0.2215
-2.7556348e-08,8.457347e-10,7.867951e-06,-3.2185135e-08,-3.0630854e-08,1.1427,0.2225
-2.750365e-08,8.4855767e-10,7.8679695e-06,-3.219059e-08,-3.0588417e-08,1.1437,0.2235
-2.7604054e-08,8.475899e-10,7.868e-06,-3.219514e-08,-3.0685303e-08,1.1447,0.2245
-2.7423132e-08,8.586624e-10,7.868046e-06,-3.2200596e-08,-3.0544633e-08,1.1457,0.2255
-2.751581e-08,8.532178e-10,7.868026e-06,-3.2205143e-08,-3.0617517e-08,1.1467,0.2265
-2.7466145e-08,8.4628127e-10,7.868017e-06,-3.220969e-08,-3.0542637e-08,1.1477,0.2275
-2.743115e-08,8.52484e-10,7.8680005e-06,-3.2215148e-08,-3.053019e-08,1.1487,0.2285
-2.7504036e-08,8.535224e-10,7.86799e-06,-3.2219695e-08,-3.0606852e-08,1.1497,0.2295
-2.749896e-08,8.4507773e-10,7.868004e-06,-3.2224243e-08,-3.0571076e-08,1.1507,0.2305
-2.750188e-08,8.618792e-10,7.868023e-06,-3.22297e-08,-3.0635075e-08,1.1517,0.2315
-2.747176e-08,8.543926e-10,7.868068e-06,-3.2234247e-08,-3.0577738e-08,1.1527,0.2325
-2.7416826e-08,8.5593477e-10,7.868038e-06,-3.2238795e-08,-3.0528412e-08,1.1537,0.2335
-2.7515823e-08,8.5205304e-10,7.868062e-06,-3.224425e-08,-3.0613297e-08,1.1547,0.2345
-2.7465997e-08,8.5029456e-10,7.868066e-06,-3.22488e-08,-3.055708e-08,1.1557,0.2355
-2.7453503e-08,8.622889e-10,7.868063e-06,-3.2253347e-08,-3.0588186e-08,1.1567,0.2365
-2.7477867e-08,8.552827e-10,7.868133e-06,-3.2258804e-08,-3.058708e-08,1.1577,0.2375
-2.7387816e-08,8.6397417e-10,7.8681105e-06,-3.226335e-08,-3.052863e-08,1.1587,0.2385
-2.7341816e-08,8.664828e-10,7.8680605e-06,-3.22679e-08,-3.0491744e-08,1.1597,0.2395
-2.738863e-08,8.6906954e-10,7.868011e-06,-3.2272446e-08,-3.0547962e-08,1.1607,0.2405
-2.7414657e-08,8.6759583e-10,7.868044e-06,-3.2277903e-08,-3.0568636e-08,1.1617,0.2415
-2.7385891e-08,8.607163e-10,7.868001e-06,-3.228245e-08,-3.0514858e-08,1.1627,0.2425
-2.7521235e-08,8.579008e-10,7.86803e-06,-3.2286998e-08,-3.0639967e-08,1.1637,0.2435
-2.7401336e-08,8.6001034e-10,7.868056e-06,-3.2292455e-08,-3.0527737e-08,1.1647,0.2445
-2.7461205e-08,8.532637e-10,7.86806e-06,-3.2297002e-08,-3.056308e-08,1.1657,0.2455
-2.7445195e-08,8.629865e-10,7.8680805e-06,-3.230155e-08,-3.0582417e-08,1.1667,0.2465
