tipSampleSeparation,vDeflection,height,smoothedMeasuredHeight,measuredHeight,seriesTime,time
-2.9916997e-08,1.0164815e-09,7.861033e-06,-3.3754922e-08,-3.361222e-08,0.3017,0.1315
-2.9867607e-08,1.0155794e-09,7.861046e-06,-3.375674e-08,-3.3559548e-08,0.3027,0.1325
-2.980224e-08,1.0191349e-09,7.861055e-06,-3.375765e-08,-3.3507106e-08,0.3037,0.1335
-3.0018395e-08,1.0079666e-09,7.861055e-06,-3.375856e-08,-3.3682664e-08,0.3047,0.1345
-2.98489e-08,1.0165684e-09,7.86106e-06,-3.376038e-08,-3.3544435e-08,0.3057,0.1355
-2.983681e-08,1.0076077e-09,7.861054e-06,-3.376129e-08,-3.3499774e-08,0.3067,0.1365
-2.9905152e-08,1.0084306e-09,7.861057e-06,-3.37622e-08,-3.3571105e-08,0.3077,0.1375
-2.9915714e-08,1.0181777e-09,7.861059e-06,-3.3763108e-08,-3.3617102e-08,0.3087,0.1385
-2.988526e-08,1.0142694e-09,7.861069e-06,-3.3764017e-08,-3.357244e-08,0.3097,0.1395
-2.993155e-08,1.0103384e-09,7.861066e-06,-3.3764927e-08,-3.360444e-08,0.3107,0.1405
-2.9913295e-08,1.0115688e-09,7.861063e-06,-3.3765836e-08,-3.359066e-08,0.3117,0.1415
-3.0018164e-08,1.0056451e-09,7.861064e-06,-3.3766746e-08,-3.367399e-08,0.3127,0.1425
-2.997219e-08,1.0056999e-09,7.861054e-06,-3.3767655e-08,-3.3628215e-08,0.3137,0.1435
-2.9981262e-08,1.017692e-09,7.861054e-06,-3.3767655e-08,-3.3680884e-08,0.3147,0.1445
-2.9963562e-08,1.0141856e-09,7.861065e-06,-3.3768565e-08,-3.3650437e-08,0.3157,0.1455
-2.9966202e-08,1.0112589e-09,7.861066e-06,-3.3769474e-08,-3.364244e-08,0.3167,0.1465
-3.0003115e-08,1.016632e-09,7.86107e-06,-3.3770384e-08,-3.3698885e-08,0.3177,0.1475
-2.991079e-08,1.019595e-09,7.861085e-06,-3.3770384e-08,-3.361733e-08,0.3187,0.1485
-2.9898565e-08,1.0169675e-09,7.861095e-06,-3.3771293e-08,-3.359555e-08,0.3197,0.1495
-3.0051563e-08,1.0146152e-09,7.861099e-06,-3.3771293e-08,-3.3739997e-08,0.3207,0.1505
-3.0067007e-08,1.0098169e-09,7.8611e-06,-3.3772203e-08,-3.3738e-08,0.3217,0.1515
-3.003962e-08,1.0124593e-09,7.861107e-06,-3.3772203e-08,-3.3720216e-08,0.3227,0.1525
-3.004054e-08,1.0199097e-09,7.861109e-06,-3.3773112e-08,-3.3748222e-08,0.3237,0.1535
-2.992409e-08,1.0251058e-09,7.861134e-06,-3.3773112e-08,-3.3650664e-08,0.3247,0.1545
-2.9843903e-08,1.0184311e-09,7.861148e-06,-3.3774022e-08,-3.3546215e-08,0.3257,0.1555
-2.993984e-08,1.0151499e-09,7.861156e-06,-3.3774022e-08,-3.3630222e-08,0.3267,0.1565
-2.994638e-08,1.0247826e-09,7.861174e-06,-3.3774022e-08,-3.367178e-08,0.3277,0.1575
-2.997563e-08,1.0125158e-09,7.861189e-06,-3.3774022e-08,-3.3656438e-08,0.3287,0.1585
-2.98473e-08,1.0299681e-09,7.861196e-06,-3.377493e-08,-3.3591547e-08,0.3297,0.1595
-2.990015e-08,1.0318731e-09,7.86123e-06,-3.377493e-08,-3.3651325e-08,0.3307,0.1605
-2.9931755e-08,1.0239142e-09,7.86126e-06,-3.377493e-08,-3.3653993e-08,0.3317,0.1615
-3.0015094e-08,1.0203662e-09,7.8612775e-06,-3.377493e-08,-3.3724437e-08,0.3327,0.1625
-2.9731302e-08,1.0418274e-09,7.861311e-06,-3.377493e-08,-3.3518663e-08,0.3337,0.1635
-2.979351e-08,1.0206201e-09,7.861344e-06,-3.377493e-08,-3.3503778e-08,0.3347,0.1645
-2.9877835e-08,1.0187561e-09,7.86136e-06,-3.377493e-08,-3.3581326e-08,0.3357,0.1655
-2.987494e-08,1.019126e-09,7.861371e-06,-3.377493e-08,-3.3579774e-08,0.3367,0.1665
-2.9952744e-08,1.0133101e-09,7.861379e-06,-3.377493e-08,-3.363644e-08,0.3377,0.1675
-2.9873437e-08,1.010307e-09,7.861381e-06,-3.377493e-08,-3.3546215e-08,0.3387,0.1685
-3.002004e-08,1.0047021e-09,7.861377e-06,-3.377493e-08,-3.3672443e-08,0.3397,0.1695
-2.9957278e-08,1.0105975e-09,7.861368e-06,-3.377493e-08,-3.363111e-08,0.3407,0.1705
-2.987338e-08,1.0058611e-09,7.861365e-06,-3.377493e-08,-3.3529993e-08,0.3417,0.1715
-3.0045925e-08,1.0128015e-09,7.861363e-06,-3.377493e-08,-3.372777e-08,0.3427,0.1725
-2.99862e-08,1.0177397e-09,7.8613675e-06,-3.377493e-08,-3.3685993e-08,0.3437,0.1735
-2.9919214e-08,1.0240621e-09,7.861384e-06,-3.377493e-08,-3.3641992e-08,0.3447,0.1745
-2.9937585e-08,1.0171133e-09,7.861404e-06,-3.377493e-08,-3.3635104e-08,0.3457,0.1755
-2.991308e-08,1.0145631e-09,7.861406e-06,-3.3774022e-08,-3.3601324e-08,0.3467,0.1765
-2.9899297e-08,1.0112646e-09,7.861412e-06,-3.3774022e-08,-3.3575553e-08,0.3477,0.1775
-3.007313e-08,1.0058072e-09,7.861405e-06,-3.3774022e-08,-3.372955e-08,0.3487,0.1785
-3.0000223e-08,1.0080765e-09,7.861401e-06,-3.3774022e-08,-3.366489e-08,0.3497,0.1795
-2.9996173e-08,1.0018539e-09,7.861394e-06,-3.3773112e-08,-3.363822e-08,0.3507,0.1805
-2.9969378e-08,1.0093467e-09,7.861381e-06,-3.3773112e-08,-3.3638663e-08,0.3517,0.1815
-3.004927e-08,1.0054045e-09,7.861377e-06,-3.3773112e-08,-3.370422e-08,0.3527,0.1825
-3.00986e-08,1.0030817e-09,7.861367e-06,-3.3772203e-08,-3.374511e-08,0.3537,0.1835
-2.9985156e-08,1.0215133e-09,7.861367e-06,-3.3772203e-08,-3.369867e-08,0.3547,0.1845
-2.994398e-08,1.0098535e-09,7.861376e-06,-3.3771293e-08,-3.3615105e-08,0.3557,0.1855
-3.001977e-08,1.0068539e-09,7.861372e-06,-3.3771293e-08,-3.3679992e-08,0.3567,0.1865
