Filename	Position Index	X Position	Y Position	Baseline Offset [N]	Baseline Slope [N]	Contact Point Offset [m]
WT_8_3um_Durchmesser-2016.10.26-15.33.26.469.jpk-force	32	2.97578e-05	-3.99594e-05	3.13649e-09	-0.000331488	8.26208e-06
WT_8_3um_Durchmesser-2016.10.26-15.33.31.511.jpk-force	33	2.97253e-05	-3.99594e-05	-2.99044e-09	0.000398312	8.26750e-06
WT_8_3um_Durchmesser-2016.10.26-15.33.36.549.jpk-force	34	2.96928e-05	-3.99594e-05	9.45608e-10	-4.45035e-05	8.26599e-06
WT_8_3um_Durchmesser-2016.10.26-15.33.41.591.jpk-force	35	2.96603e-05	-3.99594e-05	2.17536e-09	-0.000185641	8.25653e-06
WT_8_3um_Durchmesser-2016.10.26-15.33.46.633.jpk-force	36	2.96278e-05	-3.99594e-05	-4.68480e-09	0.000583633	8.34691e-06
WT_8_3um_Durchmesser-2016.10.26-15.33.51.670.jpk-force	37	2.95953e-05	-3.99594e-05	-7.27200e-09	0.000896055	8.39681e-06
WT_8_3um_Durchmesser-2016.10.26-15.33.56.717.jpk-force	38	2.95628e-05	-3.99594e-05	-4.95944e-09	0.000640591	8.32267e-06
WT_8_3um_Durchmesser-2016.10.26-15.34.01.762.jpk-force	39	2.95303e-05	-3.99594e-05	3.69895e-09	-0.000383707	8.25282e-06
WT_8_3um_Durchmesser-2016.10.26-15.34.06.806.jpk-force	40	2.95303e-05	-3.99268e-05	-3.92382e-09	0.000504206	8.26082e-06
WT_8_3um_Durchmesser-2016.10.26-15.34.11.848.jpk-force	41	2.95628e-05	-3.99268e-05	8.34060e-10	-5.27973e-05	8.25569e-06
WT_8_3um_Durchmesser-2016.10.26-15.34.16.894.jpk-force	42	2.95953e-05	-3.99268e-05	-5.83843e-09	0.000702563	8.27574e-06
WT_8_3um_Durchmesser-2016.10.26-15.34.21.938.jpk-force	43	2.96278e-05	-3.99268e-05	-3.50806e-09	0.000450771	8.26331e-06
WT_8_3um_Durchmesser-2016.10.26-15.34.26.975.jpk-force	44	2.96603e-05	-3.99268e-05	1.26489e-09	-0.000103538	8.26370e-06
WT_8_3um_Durchmesser-2016.10.26-15.34.32.022.jpk-force	45	2.96928e-05	-3.99268e-05	-4.55633e-09	0.000603785	8.25412e-06
WT_8_3um_Durchmesser-2016.10.26-15.34.37.070.jpk-force	46	2.97253e-05	-3.99268e-05	2.85755e-09	-0.000279568	8.24695e-06
WT_8_3um_Durchmesser-2016.10.26-15.34.42.108.jpk-force	47	2.97578e-05	-3.99268e-05	1.54357e-09	-0.000158323	8.24438e-06
WT_8_3um_Durchmesser-2016.10.26-15.34.47.153.jpk-force	48	2.97903e-05	-3.99268e-05	6.42240e-09	-0.000736480	8.24057e-06
WT_8_3um_Durchmesser-2016.10.26-15.34.52.196.jpk-force	49	2.98228e-05	-3.99268e-05	-9.98289e-10	0.000117742	8.24759e-06
WT_8_3um_Durchmesser-2016.10.26-15.34.57.240.jpk-force	50	2.98228e-05	-3.98943e-05	-3.65747e-09	0.000441327	8.24401e-06
WT_8_3um_Durchmesser-2016.10.26-15.35.02.283.jpk-force	51	2.97903e-05	-3.98943e-05	2.09121e-10	-1.02018e-05	8.24340e-06
WT_8_3um_Durchmesser-2016.10.26-15.35.07.319.jpk-force	52	2.97578e-05	-3.98943e-05	3.20873e-09	-0.000370512	8.24776e-06
WT_8_3um_Durchmesser-2016.10.26-15.35.12.357.jpk-force	53	2.97253e-05	-3.98943e-05	2.73976e-10	-3.59560e-05	8.24981e-06
WT_8_3um_Durchmesser-2016.10.26-15.35.17.400.jpk-force	54	2.96928e-05	-3.98943e-05	-1.38492e-09	0.000166698	8.25568e-06
WT_8_3um_Durchmesser-2016.10.26-15.35.22.442.jpk-force	55	2.96603e-05	-3.98943e-05	1.20059e-09	-0.000142907	8.24401e-06
WT_8_3um_Durchmesser-2016.10.26-15.35.27.484.jpk-force	56	2.96278e-05	-3.98943e-05	-2.87018e-09	0.000332567	8.25549e-06
WT_8_3um_Durchmesser-2016.10.26-15.35.32.529.jpk-force	57	2.95953e-05	-3.98943e-05	-5.44429e-09	0.000636642	8.30873e-06
WT_8_3um_Durchmesser-2016.10.26-15.35.37.566.jpk-force	58	2.95628e-05	-3.98943e-05	-2.73036e-09	0.000323695	8.27360e-06
WT_8_3um_Durchmesser-2016.10.26-15.35.42.605.jpk-force	59	2.95303e-05	-3.98943e-05	4.63882e-10	-9.23866e-05	8.26032e-06
WT_8_3um_Durchmesser-2016.10.26-15.35.47.652.jpk-force	60	2.95303e-05	-3.98618e-05	-5.94827e-09	0.000693078	8.39007e-06
WT_8_3um_Durchmesser-2016.10.26-15.35.52.688.jpk-force	61	2.95628e-05	-3.98618e-05	-1.37031e-09	0.000127694	8.30310e-06
WT_8_3um_Durchmesser-2016.10.26-15.35.57.735.jpk-force	62	2.95953e-05	-3.98618e-05	-2.02486e-09	0.000234824	8.36156e-06
WT_8_3um_Durchmesser-2016.10.26-15.36.02.771.jpk-force	63	2.96278e-05	-3.98618e-05	2.42847e-09	-0.000312032	8.25289e-06
WT_8_3um_Durchmesser-2016.10.26-15.36.07.816.jpk-force	64	2.96603e-05	-3.98618e-05	-1.29156e-09	0.000135594	8.24928e-06
WT_8_3um_Durchmesser-2016.10.26-15.36.12.861.jpk-force	65	2.96928e-05	-3.98618e-05	-5.09779e-09	0.000629362	8.25245e-06
WT_8_3um_Durchmesser-2016.10.26-15.36.17.898.jpk-force	66	2.97253e-05	-3.98618e-05	-4.65193e-11	4.04724e-05	8.24699e-06
WT_8_3um_Durchmesser-2016.10.26-15.36.22.944.jpk-force	67	2.97578e-05	-3.98618e-05	4.24417e-10	-6.09265e-06	8.24799e-06
WT_8_3um_Durchmesser-2016.10.26-15.36.27.980.jpk-force	68	2.97903e-05	-3.98618e-05	4.67850e-09	-0.000565053	8.24485e-06
WT_8_3um_Durchmesser-2016.10.26-15.36.33.027.jpk-force	69	2.98228e-05	-3.98618e-05	-6.22326e-09	0.000715871	8.29974e-06
WT_8_3um_Durchmesser-2016.10.26-15.36.38.063.jpk-force	70	2.98228e-05	-3.98293e-05	8.49928e-09	-0.000997901	8.23912e-06
WT_8_3um_Durchmesser-2016.10.26-15.36.43.107.jpk-force	71	2.97903e-05	-3.98293e-05	1.68956e-09	-0.000195021	8.24283e-06
WT_8_3um_Durchmesser-2016.10.26-15.36.48.147.jpk-force	72	2.97578e-05	-3.98293e-05	-2.55148e-09	0.000301174	8.25133e-06
WT_8_3um_Durchmesser-2016.10.26-15.36.53.183.jpk-force	73	2.97253e-05	-3.98293e-05	-3.90760e-09	0.000414685	8.27267e-06
WT_8_3um_Durchmesser-2016.10.26-15.36.58.222.jpk-force	74	2.96928e-05	-3.98293e-05	-4.43620e-11	-3.34326e-05	8.25539e-06
WT_8_3um_Durchmesser-2016.10.26-15.37.03.266.jpk-force	75	2.96603e-05	-3.98293e-05	5.48733e-10	-9.86369e-05	8.25886e-06
WT_8_3um_Durchmesser-2016.10.26-15.37.08.303.jpk-force	76	2.96278e-05	-3.98293e-05	1.58104e-09	-0.000215564	8.25687e-06
WT_8_3um_Durchmesser-2016.10.26-15.37.13.345.jpk-force	77	2.95953e-05	-3.98293e-05	1.73779e-09	-0.000205537	8.25877e-06
WT_8_3um_Durchmesser-2016.10.26-15.37.18.382.jpk-force	78	2.95628e-05	-3.98293e-05	2.76814e-09	-0.000376453	8.24743e-06
WT_8_3um_Durchmesser-2016.10.26-15.37.23.427.jpk-force	79	2.95303e-05	-3.98293e-05	-2.04749e-09	0.000193829	8.26134e-06
WT_8_3um_Durchmesser-2016.10.26-15.37.28.470.jpk-force	80	2.95303e-05	-3.97968e-05	-9.51630e-10	6.28617e-05	8.26546e-06
WT_8_3um_Durchmesser-2016.10.26-15.37.33.517.jpk-force	81	2.95628e-05	-3.97968e-05	5.52654e-10	-0.000131143	8.27848e-06
WT_8_3um_Durchmesser-2016.10.26-15.37.38.549.jpk-force	82	2.95953e-05	-3.97968e-05	1.58527e-09	-0.000263629	8.25746e-06
WT_8_3um_Durchmesser-2016.10.26-15.37.43.596.jpk-force	83	2.96278e-05	-3.97968e-05	9.05191e-10	-0.000163840	8.25584e-06
WT_8_3um_Durchmesser-2016.10.26-15.37.48.638.jpk-force	84	2.96603e-05	-3.97968e-05	-1.66249e-09	0.000168293	8.25884e-06
WT_8_3um_Durchmesser-2016.10.26-15.37.53.675.jpk-force	85	2.96928e-05	-3.97968e-05	-1.04519e-09	5.96648e-05	8.34203e-06
WT_8_3um_Durchmesser-2016.10.26-15.37.58.721.jpk-force	86	2.97253e-05	-3.97968e-05	-2.65762e-09	0.000250203	8.24711e-06
WT_8_3um_Durchmesser-2016.10.26-15.38.03.765.jpk-force	87	2.97578e-05	-3.97968e-05	-3.45504e-10	-6.69497e-06	8.24547e-06
WT_8_3um_Durchmesser-2016.10.26-15.38.08.809.jpk-force	88	2.97903e-05	-3.97968e-05	3.33454e-09	-0.000449492	8.23843e-06
WT_8_3um_Durchmesser-2016.10.26-15.38.13.853.jpk-force	89	2.98228e-05	-3.97968e-05	-2.44855e-09	0.000220336	8.25085e-06
WT_8_3um_Durchmesser-2016.10.26-15.38.18.897.jpk-force	90	2.98228e-05	-3.97643e-05	4.29296e-09	-0.000548902	8.23869e-06
WT_8_3um_Durchmesser-2016.10.26-15.38.23.934.jpk-force	91	2.97903e-05	-3.97643e-05	-3.60744e-09	0.000365530	8.24889e-06
WT_8_3um_Durchmesser-2016.10.26-15.38.28.973.jpk-force	92	2.97578e-05	-3.97643e-05	-4.98835e-09	0.000537846	8.25797e-06
WT_8_3um_Durchmesser-2016.10.26-15.38.34.011.jpk-force	93	2.97253e-05	-3.97643e-05	-5.58356e-09	0.000633378	8.37931e-06
WT_8_3um_Durchmesser-2016.10.26-15.38.39.057.jpk-force	94	2.96928e-05	-3.97643e-05	1.12914e-09	-0.000200001	8.24170e-06
WT_8_3um_Durchmesser-2016.10.26-15.38.44.100.jpk-force	95	2.96603e-05	-3.97643e-05	1.52739e-09	-0.000233162	8.24187e-06
WT_8_3um_Durchmesser-2016.10.26-15.38.49.141.jpk-force	96	2.96278e-05	-3.97643e-05	-3.28882e-09	0.000315623	8.25541e-06
WT_8_3um_Durchmesser-2016.10.26-15.38.54.178.jpk-force	97	2.95953e-05	-3.97643e-05	-2.90935e-09	0.000291879	8.25618e-06
WT_8_3um_Durchmesser-2016.10.26-15.38.59.221.jpk-force	98	2.95628e-05	-3.97643e-05	-1.08018e-09	4.58085e-05	8.25916e-06
WT_8_3um_Durchmesser-2016.10.26-15.39.04.258.jpk-force	99	2.95303e-05	-3.97643e-05	4.79554e-09	-0.000635284	8.24320e-06
WT_9_4um_Durchmesser-2016.10.26-15.55.17.256.jpk-force	0	-3.25207e-06	8.09619e-06	6.82967e-07	-0.0756262	9.00985e-06
WT_9_4um_Durchmesser-2016.10.26-15.55.22.286.jpk-force	1	-3.22243e-06	8.09618e-06	-3.94053e-09	0.000362233	9.06810e-06
WT_9_4um_Durchmesser-2016.10.26-15.55.27.323.jpk-force	2	-3.19278e-06	8.09619e-06	-3.89981e-09	0.000354040	9.07497e-06
WT_9_4um_Durchmesser-2016.10.26-15.55.32.361.jpk-force	3	-3.16313e-06	8.09618e-06	-3.95623e-09	0.000354670	9.08069e-06
WT_9_4um_Durchmesser-2016.10.26-15.55.37.396.jpk-force	4	-3.13349e-06	8.09619e-06	-3.76848e-09	0.000329877	9.08541e-06
WT_9_4um_Durchmesser-2016.10.26-15.55.42.433.jpk-force	5	-3.10384e-06	8.09618e-06	-3.54317e-09	0.000302311	9.09172e-06
WT_9_4um_Durchmesser-2016.10.26-15.55.47.470.jpk-force	6	-3.07419e-06	8.09619e-06	-3.38925e-09	0.000282205	9.10271e-06
WT_9_4um_Durchmesser-2016.10.26-15.55.52.508.jpk-force	7	-3.04455e-06	8.09618e-06	-3.56294e-09	0.000296668	9.10098e-06
WT_9_4um_Durchmesser-2016.10.26-15.55.57.546.jpk-force	8	-3.01490e-06	8.09619e-06	-3.52952e-09	0.000289504	9.11038e-06
WT_9_4um_Durchmesser-2016.10.26-15.56.02.582.jpk-force	9	-2.98525e-06	8.09618e-06	-3.72659e-09	0.000306829	9.11053e-06
WT_9_4um_Durchmesser-2016.10.26-15.56.07.615.jpk-force	10	-2.98525e-06	8.12583e-06	-3.34215e-09	0.000262257	9.12509e-06
WT_9_4um_Durchmesser-2016.10.26-15.56.12.662.jpk-force	11	-3.01490e-06	8.12583e-06	-3.30838e-09	0.000255615	9.12334e-06
WT_9_4um_Durchmesser-2016.10.26-15.56.17.708.jpk-force	12	-3.04455e-06	8.12583e-06	-3.68102e-09	0.000291742	9.10872e-06
WT_9_4um_Durchmesser-2016.10.26-15.56.22.752.jpk-force	13	-3.07419e-06	8.12583e-06	-3.69517e-09	0.000290337	9.09362e-06
WT_9_4um_Durchmesser-2016.10.26-15.56.27.800.jpk-force	14	-3.10384e-06	8.12583e-06	-3.97150e-09	0.000316901	9.09319e-06
WT_9_4um_Durchmesser-2016.10.26-15.56.32.845.jpk-force	15	-3.13349e-06	8.12583e-06	-3.90279e-09	0.000307038	9.08517e-06
WT_9_4um_Durchmesser-2016.10.26-15.56.37.891.jpk-force	16	-3.16313e-06	8.12583e-06	-4.31172e-09	0.000347658	9.07838e-06
WT_9_4um_Durchmesser-2016.10.26-15.56.42.936.jpk-force	17	-3.19278e-06	8.12583e-06	-4.43737e-09	0.000357842	9.06540e-06
WT_9_4um_Durchmesser-2016.10.26-15.56.47.983.jpk-force	18	-3.22243e-06	8.12583e-06	-4.53504e-09	0.000365313	9.06031e-06
WT_9_4um_Durchmesser-2016.10.26-15.56.53.029.jpk-force	19	-3.25207e-06	8.12583e-06	-4.28232e-09	0.000333747	9.04559e-06
WT_9_4um_Durchmesser-2016.10.26-15.56.58.058.jpk-force	20	-3.25207e-06	8.15548e-06	-3.99041e-09	0.000298597	9.06275e-06
WT_9_4um_Durchmesser-2016.10.26-15.57.03.092.jpk-force	21	-3.22243e-06	8.15548e-06	-4.25277e-09	0.000323280	9.06507e-06
WT_9_4um_Durchmesser-2016.10.26-15.57.08.126.jpk-force	22	-3.19278e-06	8.15548e-06	-4.18133e-09	0.000312870	9.07566e-06
WT_9_4um_Durchmesser-2016.10.26-15.57.13.174.jpk-force	23	-3.16313e-06	8.15548e-06	-4.29543e-09	0.000323018	9.07323e-06
WT_9_4um_Durchmesser-2016.10.26-15.57.18.220.jpk-force	24	-3.13349e-06	8.15548e-06	-4.24830e-09	0.000315563	9.05793e-06
WT_9_4um_Durchmesser-2016.10.26-15.57.23.270.jpk-force	25	-3.10384e-06	8.15548e-06	-4.15351e-09	0.000303172	9.02762e-06
WT_9_4um_Durchmesser-2016.10.26-15.57.28.582.jpk-force	26	-3.07419e-06	8.15548e-06	-1.84973e-09	3.80686e-05	7.95997e-06
WT_9_4um_Durchmesser-2016.10.26-15.57.33.621.jpk-force	27	-3.04455e-06	8.15548e-06	-1.77864e-09	2.90450e-05	7.94179e-06
WT_9_4um_Durchmesser-2016.10.26-15.57.38.657.jpk-force	28	-3.01490e-06	8.15548e-06	3.70906e-10	-0.000238293	7.95321e-06
WT_9_4um_Durchmesser-2016.10.26-15.57.43.689.jpk-force	29	-2.98525e-06	8.15548e-06	3.42574e-10	-0.000239888	7.94144e-06
WT_9_4um_Durchmesser-2016.10.26-15.57.48.710.jpk-force	30	-2.98525e-06	8.18513e-06	-1.30623e-09	-3.88215e-05	7.99139e-06
WT_9_4um_Durchmesser-2016.10.26-15.57.53.744.jpk-force	31	-3.01490e-06	8.18513e-06	-1.62344e-09	-2.25586e-06	7.99791e-06
WT_9_4um_Durchmesser-2016.10.26-15.57.58.787.jpk-force	32	-3.04455e-06	8.18513e-06	-2.01336e-09	4.34619e-05	7.99706e-06
WT_9_4um_Durchmesser-2016.10.26-15.58.03.823.jpk-force	33	-3.07419e-06	8.18513e-06	-1.74121e-09	7.00185e-06	7.99606e-06
WT_9_4um_Durchmesser-2016.10.26-15.58.08.858.jpk-force	34	-3.10384e-06	8.18513e-06	-1.37545e-10	-0.000194421	8.00177e-06
WT_9_4um_Durchmesser-2016.10.26-15.58.13.896.jpk-force	35	-3.13349e-06	8.18513e-06	-5.91523e-10	-0.000140202	8.00413e-06
WT_9_4um_Durchmesser-2016.10.26-15.58.18.932.jpk-force	36	-3.16313e-06	8.18513e-06	-9.00881e-10	-0.000104888	8.00134e-06
WT_9_4um_Durchmesser-2016.10.26-15.58.23.970.jpk-force	37	-3.19278e-06	8.18513e-06	-1.00716e-09	-9.40313e-05	8.00191e-06
WT_9_4um_Durchmesser-2016.10.26-15.58.29.006.jpk-force	38	-3.22243e-06	8.18513e-06	-1.15764e-09	-7.69310e-05	8.00866e-06
WT_9_4um_Durchmesser-2016.10.26-15.58.34.043.jpk-force	39	-3.25207e-06	8.18513e-06	-1.72122e-09	2.56846e-06	8.01066e-06
WT_9_4um_Durchmesser-2016.10.26-15.58.39.060.jpk-force	40	-3.25207e-06	8.21477e-06	-1.91700e-09	8.89675e-06	8.05474e-06
WT_9_4um_Durchmesser-2016.10.26-15.58.44.099.jpk-force	41	-3.22243e-06	8.21477e-06	-1.96609e-09	1.21103e-05	8.06055e-06
WT_9_4um_Durchmesser-2016.10.26-15.58.49.136.jpk-force	42	-3.19278e-06	8.21477e-06	-1.51977e-09	-4.36929e-05	8.05756e-06
WT_9_4um_Durchmesser-2016.10.26-15.58.54.175.jpk-force	43	-3.16313e-06	8.21477e-06	-2.75880e-09	0.000104774	8.06961e-06
WT_9_4um_Durchmesser-2016.10.26-15.58.59.214.jpk-force	44	-3.13349e-06	8.21477e-06	-2.57797e-09	8.09856e-05	8.07252e-06
WT_9_4um_Durchmesser-2016.10.26-15.59.04.252.jpk-force	45	-3.10384e-06	8.21477e-06	-2.47961e-09	6.62783e-05	8.05555e-06
WT_9_4um_Durchmesser-2016.10.26-15.59.09.288.jpk-force	46	-3.07419e-06	8.21477e-06	-2.07489e-09	1.33687e-05	8.06816e-06
WT_9_4um_Durchmesser-2016.10.26-15.59.14.333.jpk-force	47	-3.04455e-06	8.21477e-06	-1.03947e-09	-0.000115346	8.05662e-06
WT_9_4um_Durchmesser-2016.10.26-15.59.19.368.jpk-force	48	-3.01490e-06	8.21477e-06	7.66570e-10	-0.000338237	8.04204e-06
WT_9_4um_Durchmesser-2016.10.26-15.59.24.405.jpk-force	49	-2.98525e-06	8.21477e-06	1.65087e-09	-0.000448306	8.04235e-06
WT_9_4um_Durchmesser-2016.10.26-15.59.29.423.jpk-force	50	-2.98525e-06	8.24442e-06	1.36523e-09	-0.000413413	8.08065e-06
WT_9_4um_Durchmesser-2016.10.26-15.59.34.459.jpk-force	51	-3.01490e-06	8.24442e-06	-1.63982e-09	-4.79045e-05	8.11739e-06
WT_9_4um_Durchmesser-2016.10.26-15.59.39.491.jpk-force	52	-3.04455e-06	8.24442e-06	-2.68225e-09	7.42014e-05	8.12509e-06
WT_9_4um_Durchmesser-2016.10.26-15.59.44.523.jpk-force	53	-3.07419e-06	8.24442e-06	-2.62737e-09	6.53496e-05	8.15272e-06
WT_9_4um_Durchmesser-2016.10.26-15.59.49.558.jpk-force	54	-3.10384e-06	8.24442e-06	-2.48895e-09	4.63523e-05	8.14686e-06
WT_9_4um_Durchmesser-2016.10.26-15.59.54.595.jpk-force	55	-3.13349e-06	8.24442e-06	-2.72508e-09	7.22215e-05	8.15951e-06
WT_9_4um_Durchmesser-2016.10.26-15.59.59.633.jpk-force	56	-3.16313e-06	8.24442e-06	-3.19888e-09	0.000126244	8.16016e-06
WT_9_4um_Durchmesser-2016.10.26-16.00.04.669.jpk-force	57	-3.19278e-06	8.24442e-06	-2.43744e-09	3.22148e-05	8.17134e-06
WT_9_4um_Durchmesser-2016.10.26-16.00.09.704.jpk-force	58	-3.22243e-06	8.24442e-06	-1.51467e-09	-8.22050e-05	8.16120e-06
WT_9_4um_Durchmesser-2016.10.26-16.00.14.743.jpk-force	59	-3.25207e-06	8.24442e-06	-2.69583e-09	5.91192e-05	8.18939e-06
WT_9_4um_Durchmesser-2016.10.26-16.00.19.759.jpk-force	60	-3.25207e-06	8.27407e-06	-5.80147e-10	-0.000198929	8.19892e-06
WT_9_4um_Durchmesser-2016.10.26-16.00.24.793.jpk-force	61	-3.22243e-06	8.27407e-06	-8.49700e-10	-0.000169301	8.21226e-06
WT_9_4um_Durchmesser-2016.10.26-16.00.29.831.jpk-force	62	-3.19278e-06	8.27407e-06	-2.39861e-09	1.56919e-05	8.22416e-06
WT_9_4um_Durchmesser-2016.10.26-16.00.34.869.jpk-force	63	-3.16313e-06	8.27407e-06	-2.79209e-09	5.92177e-05	8.23454e-06
WT_9_4um_Durchmesser-2016.10.26-16.00.39.905.jpk-force	64	-3.13349e-06	8.27407e-06	-2.60212e-09	3.40008e-05	8.25100e-06
WT_9_4um_Durchmesser-2016.10.26-16.00.44.943.jpk-force	65	-3.10384e-06	8.27407e-06	-2.56929e-09	2.62053e-05	8.23038e-06
WT_9_4um_Durchmesser-2016.10.26-16.00.49.981.jpk-force	66	-3.07419e-06	8.27407e-06	-2.58343e-09	2.52124e-05	8.22859e-06
WT_9_4um_Durchmesser-2016.10.26-16.00.55.026.jpk-force	67	-3.04455e-06	8.27407e-06	-2.49534e-09	1.04883e-05	8.22662e-06
WT_9_4um_Durchmesser-2016.10.26-16.01.00.069.jpk-force	68	-3.01490e-06	8.27407e-06	-2.52468e-09	1.15359e-05	8.22458e-06
WT_9_4um_Durchmesser-2016.10.26-16.01.05.109.jpk-force	69	-2.98525e-06	8.27407e-06	-3.03937e-09	7.04064e-05	8.21930e-06
WT_9_4um_Durchmesser-2016.10.26-16.01.10.129.jpk-force	70	-2.98525e-06	8.30371e-06	-2.63857e-09	1.86971e-05	8.25275e-06
WT_9_4um_Durchmesser-2016.10.26-16.01.15.175.jpk-force	71	-3.01490e-06	8.30372e-06	-2.82185e-09	3.68837e-05	8.25269e-06
WT_9_4um_Durchmesser-2016.10.26-16.01.20.212.jpk-force	72	-3.04455e-06	8.30371e-06	-2.62937e-09	1.12937e-05	8.23723e-06
WT_9_4um_Durchmesser-2016.10.26-16.01.25.251.jpk-force	73	-3.07419e-06	8.30372e-06	-2.94774e-09	4.64048e-05	8.24832e-06
WT_9_4um_Durchmesser-2016.10.26-16.01.30.283.jpk-force	74	-3.10384e-06	8.30371e-06	3.48880e-09	-0.000725653	8.22354e-06
WT_9_4um_Durchmesser-2016.10.26-16.01.35.329.jpk-force	75	-3.13349e-06	8.30372e-06	1.21488e-09	-0.000455830	8.22659e-06
WT_9_4um_Durchmesser-2016.10.26-16.01.40.371.jpk-force	76	-3.16313e-06	8.30371e-06	8.28510e-11	-0.000323834	8.23958e-06
WT_9_4um_Durchmesser-2016.10.26-16.01.45.414.jpk-force	77	-3.19278e-06	8.30372e-06	-1.70391e-09	-0.000113024	8.25734e-06
WT_9_4um_Durchmesser-2016.10.26-16.01.50.449.jpk-force	78	-3.22243e-06	8.30371e-06	-4.28578e-10	-0.000266655	8.24372e-06
WT_9_4um_Durchmesser-2016.10.26-16.01.55.494.jpk-force	79	-3.25207e-06	8.30372e-06	-3.17698e-09	5.91054e-05	8.25241e-06
WT_9_4um_Durchmesser-2016.10.26-16.02.00.510.jpk-force	80	-3.25207e-06	8.33336e-06	-3.30221e-09	7.18769e-05	8.30345e-06
WT_9_4um_Durchmesser-2016.10.26-16.02.05.548.jpk-force	81	-3.22243e-06	8.33336e-06	-3.36474e-09	7.74603e-05	8.30255e-06
WT_9_4um_Durchmesser-2016.10.26-16.02.10.592.jpk-force	82	-3.19278e-06	8.33336e-06	-3.34148e-09	7.21342e-05	8.28978e-06
WT_9_4um_Durchmesser-2016.10.26-16.02.15.635.jpk-force	83	-3.16313e-06	8.33336e-06	-3.54551e-09	9.46804e-05	8.29983e-06
WT_9_4um_Durchmesser-2016.10.26-16.02.20.680.jpk-force	84	-3.13349e-06	8.33336e-06	-3.39176e-09	7.49897e-05	8.27951e-06
WT_9_4um_Durchmesser-2016.10.26-16.02.25.726.jpk-force	85	-3.10384e-06	8.33336e-06	-3.64492e-09	0.000102594	8.28159e-06
WT_9_4um_Durchmesser-2016.10.26-16.02.30.762.jpk-force	86	-3.07419e-06	8.33336e-06	-2.85087e-09	7.31040e-06	8.26388e-06
WT_9_4um_Durchmesser-2016.10.26-16.02.35.809.jpk-force	87	-3.04455e-06	8.33336e-06	-3.18967e-09	4.56167e-05	8.26787e-06
WT_9_4um_Durchmesser-2016.10.26-16.02.40.854.jpk-force	88	-3.01490e-06	8.33336e-06	-3.38438e-09	6.67408e-05	8.26442e-06
WT_9_4um_Durchmesser-2016.10.26-16.02.45.899.jpk-force	89	-2.98525e-06	8.33336e-06	-3.22527e-09	4.56400e-05	8.24601e-06
WT_9_4um_Durchmesser-2016.10.26-16.02.50.921.jpk-force	90	-2.98525e-06	8.36301e-06	-2.82424e-09	-4.31152e-06	8.28015e-06
WT_9_4um_Durchmesser-2016.10.26-16.02.55.957.jpk-force	91	-3.01490e-06	8.36301e-06	-3.34294e-09	5.53720e-05	8.28203e-06
WT_9_4um_Durchmesser-2016.10.26-16.03.00.994.jpk-force	92	-3.04455e-06	8.36301e-06	-3.40766e-09	6.24616e-05	8.29182e-06
WT_9_4um_Durchmesser-2016.10.26-16.03.06.031.jpk-force	93	-3.07419e-06	8.36301e-06	-3.39956e-09	6.00125e-05	8.28877e-06
WT_9_4um_Durchmesser-2016.10.26-16.03.11.076.jpk-force	94	-3.10384e-06	8.36301e-06	-3.14217e-09	2.80637e-05	8.28486e-06
WT_9_4um_Durchmesser-2016.10.26-16.03.16.111.jpk-force	95	-3.13349e-06	8.36301e-06	-3.37408e-09	5.35247e-05	8.30251e-06
WT_9_4um_Durchmesser-2016.10.26-16.03.21.155.jpk-force	96	-3.16313e-06	8.36301e-06	-3.31906e-09	4.61878e-05	8.28578e-06
WT_9_4um_Durchmesser-2016.10.26-16.03.26.202.jpk-force	97	-3.19278e-06	8.36301e-06	-3.07813e-09	1.59648e-05	8.28531e-06
WT_9_4um_Durchmesser-2016.10.26-16.03.31.247.jpk-force	98	-3.22243e-06	8.36301e-06	-3.26808e-09	3.80814e-05	8.26025e-06
WT_9_4um_Durchmesser-2016.10.26-16.03.36.289.jpk-force	99	-3.25207e-06	8.36301e-06	-3.14773e-09	2.25533e-05	8.26006e-06
